".smooth",".type",".by",".estimate",".se","nitrogen","phosphorus","nymph_density_total_count","longitude","latitude","ecoregion"
"s(phosphorus)","TPRS",NA,-0.417738916068504,0.0718355523739888,NA,0.164995745184375,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.425488968676773,0.0732534081657826,NA,0.166785618152636,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.433153889903775,0.0746151718408752,NA,0.168575491120897,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.440741757974927,0.0759312546813485,NA,0.170365364089158,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.448260711850906,0.0772146594158233,NA,0.172155237057418,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.455718890549018,0.0784793602510309,NA,0.173945110025679,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.463124328555538,0.0797396151981246,NA,0.17573498299394,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.470484086305953,0.0810096530358161,NA,0.177524855962201,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.477804694103183,0.0823033029697628,NA,0.179314728930462,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.485092676939427,0.083633499050307,NA,0.181104601898723,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.492354559806885,0.0850119254801063,NA,0.182894474866983,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.49959686769775,0.0864487530682359,NA,0.184684347835244,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.506826125604214,0.0879524652092379,NA,0.186474220803505,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.514048858518487,0.0895297720499111,NA,0.188264093771766,NA,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-1.99521034111863,0.0150117027196427,NA,NA,1,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-1.19565104258417,0.0151395431621611,NA,NA,3.06060606060606,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-0.892806455972886,0.0182737067642794,NA,NA,5.12121212121212,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-0.460969045636882,0.0237298735565503,NA,NA,7.18181818181818,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-0.324257228170871,0.031153635462794,NA,NA,9.24242424242424,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,0.0329046976932652,0.0380412846181014,NA,NA,11.3030303030303,NA,NA,NA
